Date,District,Division,Latitude,Longitude,Temperature_2m_C,Temperature_Max_C,Temperature_Min_C,T2MDEW,Relative_Humidity_%,Precipitation_mm,Wind_Speed_m/s,WS10M,Wind_Direction_deg,Surface_Pressure_kPa,Solar_Radiation_kWh/m2,ALLSKY_SFC_LW_DWN,T2M_RANGE,QV2M
2024-08-19,Naogaon,Rajshahi,24.7936,88.9318,27.91,31.01,25.73,25.94,89.36,3.25,3.0,4.33,64.3,100.0,17.59,38.33,5.28,21.09
2024-08-20,Naogaon,Rajshahi,24.7936,88.9318,28.27,31.79,25.55,26.52,90.47,3.22,2.9,4.17,12.7,99.94,16.14,38.7,6.24,21.88
2024-08-21,Naogaon,Rajshahi,24.7936,88.9318,27.84,31.4,25.3,25.87,89.42,3.13,1.94,2.82,38.8,100.07,11.88,38.31,6.1,21.01
2024-08-22,Naogaon,Rajshahi,24.7936,88.9318,27.41,29.31,25.47,25.89,91.54,8.77,2.01,2.93,34.0,100.11,15.61,38.25,3.84,21.01
2024-08-23,Naogaon,Rajshahi,24.7936,88.9318,27.5,29.27,26.23,26.27,93.06,34.22,2.35,3.51,113.0,100.19,11.09,38.19,3.04,21.47
2024-08-24,Naogaon,Rajshahi,24.7936,88.9318,28.35,31.53,25.94,26.48,89.94,2.4,2.69,3.94,114.8,100.21,16.01,37.93,5.59,21.74
2024-08-25,Naogaon,Rajshahi,24.7936,88.9318,26.89,28.7,25.6,25.41,91.73,7.23,1.7,2.57,101.7,100.07,15.49,37.31,3.1,20.41
2024-08-26,Naogaon,Rajshahi,24.7936,88.9318,26.64,28.42,25.22,25.17,91.72,3.22,4.32,6.31,88.9,100.01,7.84,37.66,3.2,20.14
2024-08-27,Naogaon,Rajshahi,24.7936,88.9318,27.81,31.24,25.07,25.64,88.44,1.21,2.49,3.71,119.5,100.26,14.64,38.06,6.17,20.66
2024-08-28,Naogaon,Rajshahi,24.7936,88.9318,27.44,30.42,25.03,25.2,87.97,1.8,1.44,2.25,166.4,100.21,19.45,37.18,5.39,20.14
2024-08-29,Naogaon,Rajshahi,24.7936,88.9318,28.61,32.1,24.93,25.07,81.57,1.82,1.0,1.44,154.2,100.13,20.73,37.3,7.17,20.03
2024-08-30,Naogaon,Rajshahi,24.7936,88.9318,29.13,32.64,26.2,26.36,85.44,5.06,1.18,1.82,146.2,100.15,17.54,37.93,6.44,21.61
2024-08-31,Naogaon,Rajshahi,24.7936,88.9318,29.0,32.66,25.89,26.41,86.47,5.74,1.78,2.7,150.1,100.18,19.2,37.82,6.77,21.66
2024-08-16,Natore,Rajshahi,24.4206,89.0042,28.45,31.29,26.21,26.6,90.02,8.62,1.65,2.53,106.0,100.04,19.03,37.91,5.08,21.94
2024-08-17,Natore,Rajshahi,24.4206,89.0042,28.46,32.39,25.12,25.95,86.79,4.49,2.27,3.28,62.6,100.12,17.98,38.02,7.27,21.09
2024-08-18,Natore,Rajshahi,24.4206,89.0042,27.97,31.42,25.43,25.82,88.49,4.68,3.09,4.45,60.6,100.21,12.17,38.07,5.99,20.9
2024-08-19,Natore,Rajshahi,24.4206,89.0042,27.91,30.72,25.71,26.0,89.65,4.57,3.04,4.36,58.2,100.02,14.21,38.3,5.01,21.17
2024-08-20,Natore,Rajshahi,24.4206,89.0042,28.66,32.18,25.61,26.7,89.53,4.27,1.79,2.6,313.2,100.03,13.42,38.77,6.57,22.09
2024-08-21,Natore,Rajshahi,24.4206,89.0042,28.03,30.67,25.94,26.08,89.5,4.63,1.63,2.38,266.8,100.15,10.92,38.31,4.73,21.25
2024-08-22,Natore,Rajshahi,24.4206,89.0042,27.83,29.97,25.89,26.24,91.19,20.35,1.72,2.53,13.9,100.16,9.66,38.39,4.08,21.43
2024-08-23,Natore,Rajshahi,24.4206,89.0042,27.62,29.35,26.2,26.42,93.23,40.5,2.28,3.37,114.1,100.23,13.04,38.12,3.15,21.65
2024-08-24,Natore,Rajshahi,24.4206,89.0042,27.88,30.45,26.19,26.39,91.75,5.66,2.43,3.56,120.4,100.25,18.0,38.03,4.26,21.62
2024-08-25,Natore,Rajshahi,24.4206,89.0042,26.94,28.97,25.35,25.47,91.75,15.36,1.85,2.75,94.9,100.11,17.13,37.42,3.62,20.47
2024-08-26,Natore,Rajshahi,24.4206,89.0042,26.94,28.85,25.45,25.73,93.14,5.9,4.2,6.09,91.6,100.0,11.12,37.66,3.4,20.84
2024-08-27,Natore,Rajshahi,24.4206,89.0042,27.75,31.13,25.18,25.64,88.69,2.35,2.58,3.77,123.3,100.32,17.71,37.81,5.95,20.65
2024-08-28,Natore,Rajshahi,24.4206,89.0042,27.1,29.39,24.97,24.94,88.26,2.18,1.47,2.27,151.9,100.28,19.59,37.3,4.42,19.82
2024-08-29,Natore,Rajshahi,24.4206,89.0042,28.47,31.38,24.82,25.08,82.11,0.82,0.99,1.39,131.8,100.2,21.74,37.78,6.56,20.03
2024-08-30,Natore,Rajshahi,24.4206,89.0042,28.83,31.28,26.06,26.24,86.1,4.1,1.18,1.81,141.9,100.22,17.24,38.34,5.22,21.43
2024-08-31,Natore,Rajshahi,24.4206,89.0042,28.67,32.08,25.47,26.41,88.05,3.58,1.92,2.88,140.4,100.25,19.02,37.65,6.61,21.65
2024-08-16,Nawabganj,Rajshahi,24.5965,88.2775,28.99,31.89,26.63,26.71,87.98,9.52,1.63,2.43,106.4,99.94,18.65,38.0,5.26,22.09
2024-08-17,Nawabganj,Rajshahi,24.5965,88.2775,29.29,33.26,25.88,26.13,84.06,4.0,1.79,2.55,68.7,100.04,20.46,38.02,7.38,21.34
2024-08-18,Nawabganj,Rajshahi,24.5965,88.2775,28.49,32.41,25.68,25.68,85.5,2.87,2.59,3.68,60.0,100.13,14.35,38.25,6.73,20.75
2024-08-19,Nawabganj,Rajshahi,24.5965,88.2775,28.36,31.5,25.96,25.98,87.48,4.37,2.83,4.0,52.6,99.96,17.59,38.33,5.54,21.14
2024-08-20,Nawabganj,Rajshahi,24.5965,88.2775,28.85,32.69,25.63,26.42,87.33,1.58,2.6,3.69,349.5,100.0,16.14,38.7,7.06,21.72
2024-08-21,Nawabganj,Rajshahi,24.5965,88.2775,28.35,31.56,25.55,25.97,87.41,0.91,2.57,3.66,322.4,100.09,11.88,38.31,6.01,21.13
2024-08-22,Nawabganj,Rajshahi,24.5965,88.2775,28.17,30.78,25.82,26.04,88.58,13.1,1.65,2.38,21.0,100.09,15.61,38.25,4.96,21.19
2024-08-23,Nawabganj,Rajshahi,24.5965,88.2775,27.82,30.02,26.4,26.14,90.83,31.53,2.17,3.17,118.0,100.12,11.09,38.19,3.62,21.32
2024-08-24,Nawabganj,Rajshahi,24.5965,88.2775,27.76,30.49,25.91,26.13,91.12,5.89,1.86,2.72,125.5,100.15,16.01,37.93,4.58,21.3
2024-08-25,Nawabganj,Rajshahi,24.5965,88.2775,26.96,29.27,25.19,25.3,90.85,5.93,1.81,2.65,97.5,100.01,15.49,37.31,4.08,20.29
2024-08-26,Nawabganj,Rajshahi,24.5965,88.2775,26.82,28.65,25.32,25.69,93.48,8.39,3.75,5.39,82.2,99.88,7.84,37.66,3.33,20.8
2024-08-27,Nawabganj,Rajshahi,24.5965,88.2775,27.91,31.15,25.34,25.62,87.89,3.23,2.98,4.27,119.3,100.19,14.64,38.06,5.81,20.65
2024-08-28,Nawabganj,Rajshahi,24.5965,88.2775,27.58,30.65,25.37,25.42,88.35,1.29,1.82,2.72,142.5,100.17,19.45,37.18,5.28,20.41
2024-08-29,Nawabganj,Rajshahi,24.5965,88.2775,28.35,31.76,24.45,25.02,82.58,3.2,1.25,1.82,140.5,100.1,20.73,37.3,7.31,19.97
2024-08-30,Nawabganj,Rajshahi,24.5965,88.2775,29.08,32.29,26.31,26.16,84.62,6.77,1.27,1.92,141.9,100.12,17.54,37.93,5.98,21.35
2024-08-31,Nawabganj,Rajshahi,24.5965,88.2775,28.98,32.79,25.69,26.36,86.35,5.23,1.94,2.84,139.4,100.14,19.2,37.82,7.1,21.6
2024-08-16,Pabna,Rajshahi,24.0064,89.2372,27.93,30.17,26.16,26.28,90.86,10.49,2.0,2.97,102.2,100.12,19.03,37.91,4.01,21.5
2024-08-17,Pabna,Rajshahi,24.0064,89.2372,27.89,30.77,25.87,26.04,89.88,5.27,3.02,4.25,55.3,100.17,17.98,38.02,4.9,21.18
2024-08-18,Pabna,Rajshahi,24.0064,89.2372,27.5,29.61,25.74,26.25,92.91,16.93,4.03,5.67,57.1,100.22,12.17,38.07,3.87,21.45
2024-08-19,Pabna,Rajshahi,24.0064,89.2372,27.62,29.28,26.15,26.31,92.6,8.74,2.66,3.75,66.3,100.05,14.21,38.3,3.13,21.55
2024-08-20,Pabna,Rajshahi,24.0064,89.2372,28.55,31.41,26.14,26.79,90.44,10.16,3.15,4.43,223.9,100.16,13.42,38.77,5.27,22.16
2024-08-21,Pabna,Rajshahi,24.0064,89.2372,28.25,30.27,26.89,26.92,92.56,21.25,1.85,2.61,217.7,100.27,10.92,38.31,3.38,22.3
2024-08-22,Pabna,Rajshahi,24.0064,89.2372,28.31,30.68,26.64,26.77,91.56,37.54,2.31,3.26,243.3,100.23,9.66,38.39,4.04,22.12
2024-08-23,Pabna,Rajshahi,24.0064,89.2372,27.67,29.36,26.16,26.59,93.78,28.97,2.63,3.72,121.2,100.32,13.04,38.12,3.2,21.86
2024-08-24,Pabna,Rajshahi,24.0064,89.2372,27.47,29.36,25.98,26.32,93.44,8.92,2.66,3.8,142.8,100.35,18.0,38.03,3.38,21.51
2024-08-25,Pabna,Rajshahi,24.0064,89.2372,26.99,28.85,25.64,25.64,92.37,42.39,1.78,2.56,102.8,100.19,17.13,37.42,3.21,20.67
2024-08-26,Pabna,Rajshahi,24.0064,89.2372,26.87,28.6,25.36,25.98,94.75,9.02,4.06,5.73,113.2,100.09,11.12,37.66,3.24,21.13
2024-08-27,Pabna,Rajshahi,24.0064,89.2372,27.52,30.71,25.05,25.72,90.12,2.65,2.26,3.24,135.9,100.42,17.71,37.81,5.66,20.73
2024-08-28,Pabna,Rajshahi,24.0064,89.2372,27.75,30.5,25.24,25.01,85.58,2.92,1.12,1.67,149.1,100.37,19.59,37.3,5.26,19.87
2024-08-29,Pabna,Rajshahi,24.0064,89.2372,28.72,31.4,26.0,25.67,83.78,1.3,0.85,1.19,134.5,100.27,21.74,37.78,5.4,20.72
2024-08-30,Pabna,Rajshahi,24.0064,89.2372,28.27,30.63,26.16,26.25,88.94,4.19,1.14,1.72,156.2,100.32,17.24,38.34,4.47,21.41
2024-08-31,Pabna,Rajshahi,24.0064,89.2372,28.1,30.35,25.66,26.57,91.56,1.48,2.08,3.07,138.7,100.36,19.02,37.65,4.69,21.83
2024-08-16,Rajshahi,Rajshahi,24.3745,88.6042,28.45,31.29,26.21,26.6,90.02,8.62,1.65,2.53,106.0,100.04,18.65,38.0,5.08,21.94
2024-08-17,Rajshahi,Rajshahi,24.3745,88.6042,28.46,32.39,25.12,25.95,86.79,4.49,2.27,3.28,62.6,100.12,20.46,38.02,7.27,21.09
2024-08-18,Rajshahi,Rajshahi,24.3745,88.6042,27.97,31.42,25.43,25.82,88.49,4.68,3.09,4.45,60.6,100.21,14.35,38.25,5.99,20.9
2024-08-19,Rajshahi,Rajshahi,24.3745,88.6042,27.91,30.72,25.71,26.0,89.65,4.57,3.04,4.36,58.2,100.02,17.59,38.33,5.01,21.17
2024-08-20,Rajshahi,Rajshahi,24.3745,88.6042,28.66,32.18,25.61,26.7,89.53,4.27,1.79,2.6,313.2,100.03,16.14,38.7,6.57,22.09
2024-08-21,Rajshahi,Rajshahi,24.3745,88.6042,28.03,30.67,25.94,26.08,89.5,4.63,1.63,2.38,266.8,100.15,11.88,38.31,4.73,21.25
2024-08-22,Rajshahi,Rajshahi,24.3745,88.6042,27.83,29.97,25.89,26.24,91.19,20.35,1.72,2.53,13.9,100.16,15.61,38.25,4.08,21.43
2024-08-23,Rajshahi,Rajshahi,24.3745,88.6042,27.62,29.35,26.2,26.42,93.23,40.5,2.28,3.37,114.1,100.23,11.09,38.19,3.15,21.65
2024-08-24,Rajshahi,Rajshahi,24.3745,88.6042,27.88,30.45,26.19,26.39,91.75,5.66,2.43,3.56,120.4,100.25,16.01,37.93,4.26,21.62
2024-08-25,Rajshahi,Rajshahi,24.3745,88.6042,26.94,28.97,25.35,25.47,91.75,15.36,1.85,2.75,94.9,100.11,15.49,37.31,3.62,20.47
2024-08-26,Rajshahi,Rajshahi,24.3745,88.6042,26.94,28.85,25.45,25.73,93.14,5.9,4.2,6.09,91.6,100.0,7.84,37.66,3.4,20.84
2024-08-27,Rajshahi,Rajshahi,24.3745,88.6042,27.75,31.13,25.18,25.64,88.69,2.35,2.58,3.77,123.3,100.32,14.64,38.06,5.95,20.65
2024-08-28,Rajshahi,Rajshahi,24.3745,88.6042,27.1,29.39,24.97,24.94,88.26,2.18,1.47,2.27,151.9,100.28,19.45,37.18,4.42,19.82
2024-08-29,Rajshahi,Rajshahi,24.3745,88.6042,28.47,31.38,24.82,25.08,82.11,0.82,0.99,1.39,131.8,100.2,20.73,37.3,6.56,20.03
2024-08-30,Rajshahi,Rajshahi,24.3745,88.6042,28.83,31.28,26.06,26.24,86.1,4.1,1.18,1.81,141.9,100.22,17.54,37.93,5.22,21.43
2024-08-31,Rajshahi,Rajshahi,24.3745,88.6042,28.67,32.08,25.47,26.41,88.05,3.58,1.92,2.88,140.4,100.25,19.2,37.82,6.61,21.65
2024-08-16,Sirajganj,Rajshahi,24.4533,89.7006,28.12,29.97,26.16,26.13,89.0,32.2,1.53,2.22,108.2,100.07,19.03,37.91,3.81,21.33
2024-08-17,Sirajganj,Rajshahi,24.4533,89.7006,27.64,30.3,25.9,25.95,90.69,9.25,2.87,4.04,70.6,100.15,17.98,38.02,4.4,21.08
2024-08-18,Sirajganj,Rajshahi,24.4533,89.7006,27.3,29.37,25.41,25.86,91.87,10.55,3.65,5.13,71.0,100.25,12.17,38.07,3.96,20.95
2024-08-19,Sirajganj,Rajshahi,24.4533,89.7006,27.11,28.98,25.49,26.06,93.95,11.86,3.34,4.67,78.6,100.01,14.21,38.3,3.49,21.25
2024-08-20,Sirajganj,Rajshahi,24.4533,89.7006,28.16,30.01,26.5,27.05,93.64,43.02,3.53,5.0,167.6,100.04,13.42,38.77,3.51,22.54
2024-08-21,Sirajganj,Rajshahi,24.4533,89.7006,28.29,30.13,26.91,27.11,93.33,52.01,2.05,2.92,160.9,100.22,10.92,38.31,3.22,22.58
2024-08-22,Sirajganj,Rajshahi,24.4533,89.7006,27.7,29.53,26.29,26.52,93.32,30.25,2.33,3.32,113.8,100.17,9.66,38.39,3.24,21.81
2024-08-23,Sirajganj,Rajshahi,24.4533,89.7006,27.48,29.33,25.93,26.29,93.24,16.56,2.83,4.0,123.6,100.33,13.04,38.12,3.4,21.47
2024-08-24,Sirajganj,Rajshahi,24.4533,89.7006,27.95,30.7,25.62,26.34,91.08,7.59,2.63,3.72,138.7,100.34,18.0,38.03,5.08,21.53
2024-08-25,Sirajganj,Rajshahi,24.4533,89.7006,27.08,28.9,25.83,25.73,92.33,18.1,2.47,3.53,108.4,100.15,17.13,37.42,3.07,20.78
2024-08-26,Sirajganj,Rajshahi,24.4533,89.7006,26.77,28.83,24.69,25.42,92.37,3.88,4.38,6.15,105.9,100.17,11.12,37.66,4.14,20.42
2024-08-27,Sirajganj,Rajshahi,24.4533,89.7006,27.94,31.15,25.18,25.92,89.04,0.87,2.24,3.22,129.9,100.38,17.71,37.81,5.97,20.99
2024-08-28,Sirajganj,Rajshahi,24.4533,89.7006,28.57,31.47,25.89,25.32,83.33,0.87,0.96,1.43,183.9,100.3,19.59,37.3,5.58,20.26
2024-08-29,Sirajganj,Rajshahi,24.4533,89.7006,29.39,32.11,26.36,25.49,79.9,0.85,0.63,0.94,65.5,100.21,21.74,37.78,5.75,20.49
2024-08-30,Sirajganj,Rajshahi,24.4533,89.7006,29.09,30.73,27.23,26.19,84.47,4.63,1.02,1.53,138.4,100.25,17.24,38.34,3.5,21.37
2024-08-31,Sirajganj,Rajshahi,24.4533,89.7006,28.35,30.53,26.0,26.4,89.34,2.49,1.96,2.89,154.5,100.32,19.02,37.65,4.53,21.61
2024-08-16,Bagerhat,Khulna,22.6602,89.7895,27.8,29.42,26.36,26.72,93.85,21.09,1.33,2.0,173.7,100.14,12.91,38.16,3.06,22.06
2024-08-17,Bagerhat,Khulna,22.6602,89.7895,27.5,29.14,25.87,26.48,94.17,42.26,1.93,2.78,113.3,100.11,19.98,37.83,3.27,21.78
2024-08-18,Bagerhat,Khulna,22.6602,89.7895,27.94,30.06,26.3,26.85,93.8,31.53,2.03,2.92,147.1,100.11,7.42,38.5,3.76,22.25
2024-08-19,Bagerhat,Khulna,22.6602,89.7895,27.54,28.8,26.66,26.8,95.61,72.39,3.4,4.9,188.0,100.11,5.99,38.29,2.14,22.19
2024-08-20,Bagerhat,Khulna,22.6602,89.7895,28.01,30.22,26.03,26.91,93.7,33.63,2.81,4.06,199.6,100.39,8.55,38.26,4.19,22.28
2024-08-21,Bagerhat,Khulna,22.6602,89.7895,27.86,28.88,27.22,27.09,95.48,21.01,3.07,4.48,203.6,100.48,10.48,38.27,1.66,22.48
2024-08-22,Bagerhat,Khulna,22.6602,89.7895,27.72,29.31,26.4,26.86,94.96,35.56,2.97,4.31,207.7,100.42,6.16,38.05,2.91,22.2
2024-08-23,Bagerhat,Khulna,22.6602,89.7895,27.24,28.69,26.18,26.3,94.5,44.33,2.67,3.87,166.2,100.41,7.63,38.04,2.51,21.46
2024-08-24,Bagerhat,Khulna,22.6602,89.7895,27.25,29.07,26.01,26.01,92.95,18.81,2.36,3.47,180.8,100.47,12.32,37.87,3.06,21.08
2024-08-25,Bagerhat,Khulna,22.6602,89.7895,26.77,29.14,25.38,25.63,93.46,72.95,2.33,3.43,214.2,100.29,5.04,37.48,3.76,20.64
2024-08-26,Bagerhat,Khulna,22.6602,89.7895,26.68,28.07,25.51,25.7,94.26,49.93,2.85,4.15,172.5,100.26,8.12,37.47,2.56,20.74
2024-08-27,Bagerhat,Khulna,22.6602,89.7895,26.97,28.96,25.13,25.59,92.22,7.89,1.48,2.24,169.4,100.5,10.62,37.47,3.83,20.55
2024-08-28,Bagerhat,Khulna,22.6602,89.7895,27.65,30.79,25.48,25.7,89.43,4.04,1.37,2.05,128.2,100.43,17.48,37.32,5.31,20.7
2024-08-29,Bagerhat,Khulna,22.6602,89.7895,27.46,30.44,25.12,25.44,88.96,1.79,1.37,2.07,141.6,100.34,22.01,37.27,5.32,20.4
2024-08-30,Bagerhat,Khulna,22.6602,89.7895,28.13,31.79,25.44,26.14,89.26,1.52,2.01,2.98,118.9,100.38,21.85,37.39,6.35,21.29
2024-08-31,Bagerhat,Khulna,22.6602,89.7895,28.39,31.54,26.06,26.48,89.69,4.58,2.24,3.37,140.6,100.42,19.11,37.84,5.48,21.69
2024-08-16,Chuadanga,Khulna,23.6401,88.841,28.4,31.37,26.41,26.52,89.91,5.24,1.95,2.93,83.1,100.08,15.14,38.15,4.96,21.81
2024-08-17,Chuadanga,Khulna,23.6401,88.841,28.02,31.38,25.59,26.01,89.26,6.38,2.6,3.8,38.3,100.13,20.64,37.95,5.79,21.16
2024-08-18,Chuadanga,Khulna,23.6401,88.841,27.83,30.33,25.79,26.4,92.03,20.69,3.64,5.31,33.8,100.16,7.78,38.33,4.54,21.67
2024-08-19,Chuadanga,Khulna,23.6401,88.841,28.06,30.27,26.31,26.29,90.26,11.96,1.93,2.82,36.8,100.03,14.01,38.37,3.96,21.53
2024-08-20,Chuadanga,Khulna,23.6401,88.841,28.75,31.85,26.02,26.57,88.39,7.13,1.9,2.84,239.6,100.21,17.74,38.37,5.83,21.85
2024-08-21,Chuadanga,Khulna,23.6401,88.841,28.42,30.74,26.56,26.96,91.92,6.98,1.82,2.74,250.6,100.29,15.79,38.39,4.18,22.34
2024-08-22,Chuadanga,Khulna,23.6401,88.841,28.45,31.31,26.21,26.65,90.37,24.12,1.78,2.63,239.2,100.26,13.0,38.25,5.1,21.95
2024-08-23,Chuadanga,Khulna,23.6401,88.841,27.9,30.0,26.02,26.38,91.5,23.41,1.43,2.13,119.4,100.28,11.58,38.47,3.98,21.59
2024-08-24,Chuadanga,Khulna,23.6401,88.841,27.15,28.44,25.76,25.9,92.84,10.08,1.1,1.69,201.3,100.33,14.36,37.66,2.68,20.96
2024-08-25,Chuadanga,Khulna,23.6401,88.841,27.21,29.71,25.11,25.59,91.06,49.9,0.84,1.35,125.0,100.16,9.65,37.58,4.6,20.62
2024-08-26,Chuadanga,Khulna,23.6401,88.841,27.33,29.85,25.58,25.99,92.49,24.81,1.72,2.53,158.6,100.02,5.01,37.98,4.27,21.15
2024-08-27,Chuadanga,Khulna,23.6401,88.841,27.42,30.47,25.04,25.78,91.04,8.35,2.23,3.29,134.6,100.38,9.82,38.03,5.43,20.82
2024-08-28,Chuadanga,Khulna,23.6401,88.841,27.36,29.41,25.19,25.42,89.4,3.56,1.46,2.26,121.9,100.35,19.56,37.41,4.22,20.38
2024-08-29,Chuadanga,Khulna,23.6401,88.841,28.26,31.56,25.06,25.93,87.55,0.89,1.3,2.0,126.4,100.25,21.86,37.46,6.5,21.05
2024-08-30,Chuadanga,Khulna,23.6401,88.841,28.05,30.52,25.41,25.95,88.62,1.37,1.16,1.86,128.0,100.3,19.04,37.63,5.11,21.04
2024-08-31,Chuadanga,Khulna,23.6401,88.841,28.32,31.44,25.38,26.54,90.35,0.98,1.91,2.97,128.3,100.31,19.34,37.77,6.06,21.8
2024-08-16,Jessore,Khulna,23.1634,89.2182,28.28,30.51,26.62,26.89,92.28,6.98,1.33,2.03,108.2,100.13,15.6,38.11,3.89,22.28
2024-08-17,Jessore,Khulna,23.1634,89.2182,27.83,30.45,26.24,26.3,91.55,8.34,2.07,3.05,52.8,100.15,19.52,37.88,4.21,21.51
2024-08-18,Jessore,Khulna,23.1634,89.2182,27.85,29.89,25.97,26.88,94.4,31.12,2.85,4.18,43.4,100.14,8.02,38.22,3.92,22.3
2024-08-19,Jessore,Khulna,23.1634,89.2182,27.6,28.95,26.66,26.69,94.76,35.64,1.76,2.65,113.2,100.07,10.42,38.28,2.29,22.05
2024-08-20,Jessore,Khulna,23.1634,89.2182,28.34,31.24,25.96,26.89,92.0,11.17,2.46,3.6,210.5,100.33,15.5,38.39,5.28,22.27
2024-08-21,Jessore,Khulna,23.1634,89.2182,28.16,29.36,27.06,27.37,95.34,11.68,2.7,4.0,214.6,100.4,10.76,38.29,2.3,22.87
2024-08-22,Jessore,Khulna,23.1634,89.2182,28.07,30.35,26.43,26.95,93.68,26.43,2.55,3.73,217.0,100.36,9.19,38.33,3.92,22.33
2024-08-23,Jessore,Khulna,23.1634,89.2182,27.76,29.77,25.93,26.53,93.04,29.81,1.71,2.54,146.9,100.36,14.05,38.06,3.84,21.77
2024-08-24,Jessore,Khulna,23.1634,89.2182,27.08,28.74,25.87,26.06,94.13,11.37,2.04,3.08,176.4,100.42,16.87,37.69,2.87,21.15
2024-08-25,Jessore,Khulna,23.1634,89.2182,27.08,29.57,25.11,25.7,92.29,76.49,1.47,2.23,205.4,100.24,8.81,37.64,4.46,20.74
2024-08-26,Jessore,Khulna,23.1634,89.2182,26.89,28.74,25.59,25.92,94.38,35.56,2.66,3.91,168.8,100.15,8.82,37.67,3.15,21.03
2024-08-27,Jessore,Khulna,23.1634,89.2182,26.95,29.57,24.79,25.56,92.24,9.07,1.65,2.52,148.5,100.48,12.86,37.52,4.78,20.52
2024-08-28,Jessore,Khulna,23.1634,89.2182,27.6,30.68,25.07,25.79,90.2,4.28,1.36,2.13,117.3,100.42,18.89,37.04,5.61,20.82
2024-08-29,Jessore,Khulna,23.1634,89.2182,27.98,31.1,25.37,25.98,89.18,1.18,1.46,2.26,139.3,100.33,22.93,37.48,5.73,21.08
2024-08-30,Jessore,Khulna,23.1634,89.2182,27.85,31.4,25.17,25.95,89.65,1.55,1.48,2.29,115.1,100.37,20.16,37.52,6.23,21.04
2024-08-31,Jessore,Khulna,23.1634,89.2182,28.25,31.29,25.71,26.6,91.04,2.81,2.06,3.16,130.2,100.4,19.08,37.56,5.58,21.86
2024-08-16,Jhenaidah,Khulna,23.5448,89.1539,28.11,30.45,26.29,26.53,91.37,6.78,2.02,3.02,90.5,100.1,15.6,38.11,4.16,21.82
2024-08-17,Jhenaidah,Khulna,23.5448,89.1539,27.93,30.84,26.13,26.22,90.69,5.31,2.48,3.57,51.3,100.14,19.52,37.88,4.71,21.41
2024-08-18,Jhenaidah,Khulna,23.5448,89.1539,27.65,29.6,25.79,26.6,93.99,27.55,3.74,5.39,50.6,100.15,8.02,38.22,3.81,21.93
2024-08-19,Jhenaidah,Khulna,23.5448,89.1539,27.53,28.8,26.51,26.42,93.59,18.27,2.2,3.21,63.1,100.04,10.42,38.28,2.29,21.69
2024-08-20,Jhenaidah,Khulna,23.5448,89.1539,28.49,31.51,26.08,26.78,90.67,8.13,2.65,3.84,218.7,100.24,15.5,38.39,5.43,22.13
2024-08-21,Jhenaidah,Khulna,23.5448,89.1539,28.25,30.02,26.87,27.2,94.02,17.32,2.15,3.17,221.0,100.31,10.76,38.29,3.15,22.67
2024-08-22,Jhenaidah,Khulna,23.5448,89.1539,28.26,30.75,26.54,26.85,92.19,33.53,2.47,3.57,229.2,100.28,9.19,38.33,4.21,22.21
2024-08-23,Jhenaidah,Khulna,23.5448,89.1539,27.72,29.68,25.96,26.59,93.58,23.31,2.1,3.07,129.0,100.31,14.05,38.06,3.72,21.86
2024-08-24,Jhenaidah,Khulna,23.5448,89.1539,27.21,28.73,25.98,26.13,93.77,9.94,2.18,3.25,162.1,100.37,16.87,37.69,2.75,21.25
2024-08-25,Jhenaidah,Khulna,23.5448,89.1539,27.12,29.36,25.49,25.65,91.83,69.54,0.96,1.47,129.1,100.19,8.81,37.64,3.87,20.69
2024-08-26,Jhenaidah,Khulna,23.5448,89.1539,26.87,28.96,25.59,26.0,94.94,19.25,2.85,4.14,138.5,100.09,8.82,37.67,3.37,21.17
2024-08-27,Jhenaidah,Khulna,23.5448,89.1539,27.22,30.33,24.77,25.62,91.16,5.46,1.93,2.87,139.6,100.43,12.86,37.52,5.56,20.61
2024-08-28,Jhenaidah,Khulna,23.5448,89.1539,27.61,30.61,25.03,25.31,87.74,4.35,1.17,1.83,125.8,100.38,18.89,37.04,5.58,20.23
2024-08-29,Jhenaidah,Khulna,23.5448,89.1539,28.37,31.51,25.7,26.11,87.85,1.74,1.21,1.83,140.9,100.28,22.93,37.48,5.81,21.26
2024-08-30,Jhenaidah,Khulna,23.5448,89.1539,27.98,31.15,25.47,26.0,89.24,2.88,1.2,1.87,140.2,100.33,20.16,37.52,5.68,21.1
2024-08-31,Jhenaidah,Khulna,23.5448,89.1539,28.09,30.38,25.64,26.64,91.97,2.24,2.0,3.05,131.0,100.36,19.08,37.56,4.74,21.93
2024-08-16,Khulna,Khulna,22.8456,89.5403,28.28,30.51,26.62,26.89,92.28,6.98,1.33,2.03,108.2,100.13,12.91,38.16,3.89,22.28
2024-08-17,Khulna,Khulna,22.8456,89.5403,27.83,30.45,26.24,26.3,91.55,8.34,2.07,3.05,52.8,100.15,19.98,37.83,4.21,21.51
2024-08-18,Khulna,Khulna,22.8456,89.5403,27.85,29.89,25.97,26.88,94.4,31.12,2.85,4.18,43.4,100.14,7.42,38.5,3.92,22.3
2024-08-19,Khulna,Khulna,22.8456,89.5403,27.6,28.95,26.66,26.69,94.76,35.64,1.76,2.65,113.2,100.07,5.99,38.29,2.29,22.05
2024-08-20,Khulna,Khulna,22.8456,89.5403,28.34,31.24,25.96,26.89,92.0,11.17,2.46,3.6,210.5,100.33,8.55,38.26,5.28,22.27
